,Unnamed: 0,link,title,price,rating,ratingCount,stock,description,size,color,material,filter type,gender,disposability,earloop,score
573,573,/Reusable-Anti-dust-Washable-Windproof-Pattern/dp/B086PVNFY8/ref=sr_1_412?dchild=1&keywords=face+mask&qid=1618899430&s=hpc&sr=1-412,"Reusable Face Mask, 2PCS Cute Black Anti-dust Cotton Washable Windproof Heart Pattern Mouth Masks for Men Women… (2pcs heart)",,4.3 out of 5 stars,"5,263 ratings",In Stock.," Package Includes: 2 pcs Reusable Face Mask It's made of high quality cotton,2layer cotton blend，hygroscopic and breathable. One size fit all. Easy to wear and take off. Ear strap is soft and elastic, strong tensile strength, suitable for most face types Multi-Purpose: Stylish solid masks are ideal for Cold proof, Dust, Allergies, Smoke, Pollution, Ash, Pollen, Crafts,Gardening,Travel, outsports","suitable for most, ",black,cotton,,unisex,reusable,elastic,4
359,359,/Washable-Reusable-Breathable-Adjustable-Dinosaur/dp/B08BF6XW43/ref=sr_1_255?dchild=1&keywords=face+mask&qid=1618898965&s=hpc&sr=1-255,"Kids 3 Pack of Washable and Reusable Breathable Cotton 2 Layer Face Mask with Adjustable Straps in Car, Dinosaur, and Shark Designs",,4.6 out of 5 stars,"2,162 ratings",In Stock.," Cotton Double Layered 100% Cotton Lined Facial Mask Made with Soft, Comfortable and Breathable Cotton that Does Not Irritate Even the Most Sensitive Skin Elastic Straps with Stretch Ear Loops Will Fit Kids and Toddlers Ages 2 and Up Indoor and Outdoor Use Machine Wash Cold / Tumble Dry Low",childrens,red,cotton,,unisex,reusable,elastic,4
567,567,/California-Design-Den-Protection-Multicolor/dp/B08KGGSYLJ/ref=sr_1_414?dchild=1&keywords=face+mask&qid=1618899365&s=hpc&sr=1-414,"100% Mulberry Silk Cloth Face Masks, 3 Layer Protection",,4.2 out of 5 stars,65 ratings,In Stock.," 100% Mulberry Silk with Cotton Layer Washable, reusable, and breathable masks for lasting comfort. Imported. Adjustable closure Machine Wash SOFT AND BREATHABLE WITH 100% SILK LINING - Our luxurious, protective masks feature two layers of high-thread-count, densely woven 100% natural cotton on the outside and a layer of smooth, 100% natural silk on the inside. Luxe, ultrasoft layers enable you to breathe without restriction. Pure silk slides against skin to prevent irritation from prolonged wear. Intended for safety in a social setting. COOLING AND COMFORTABLE 3-LAYER DESIGN - The pure silk inner layer is cool and soothing, sliding against the skin to prevent friction that can irritate your face. Natural silk allows skin to retain moisture and doesn't clog pores, making it ideal for those with sensitive or oily skin. The outer layer is crafted with the same 100% sustainable cotton we use for our luxury sheets, while the middle layer is soft, knitted cotton. Per the CDC, the multilayer design provides superior protection. THREE SIZES CREATED FOR AN IDEAL FIT - Our premium, handcrafted, 3-pack face coverings feature adjustable elastic ear loops so they fit snugly yet comfortably against your face. Face size may not always be the same as your garment size. Our Small / Medium size mask is ideal for those with a smaller face structure, such as teens and petite women. Refer to our size chart (images 3-5) to find the right size for you, as a securely fitting mask seals your nose and mouth for maximum protection.","small, medium, ",,cotton,3 layer,womens,reusable,elastic,4
334,334,/Hanes-unisex-adult-Mask-Black/dp/B0887LQHPC/ref=sr_1_238?dchild=1&keywords=face+mask&qid=1618898893&s=hpc&sr=1-238,"Hanes Face Mask, Pack of 10",,4.5 out of 5 stars,"2,367 ratings",In Stock., 100% Cotton Imported Machine Wash Adjustable nosepiece for enhanced fit Soft 3-ply 100% cotton Breathable Washable & reusable Wicks away moisture,universal,,cotton,3-ply,unisex,reusable,,4
563,563,/Halloween-Christmas-Masquerade-Sequins-Fashion/dp/B08FRDLNY4/ref=sr_1_410?dchild=1&keywords=face+mask&qid=1618899365&s=hpc&sr=1-410,Halloween Christmas Masquerade Mask for Women Bling Sequins Fashion Party Face Mask for Girls,,4.6 out of 5 stars,"1,817 ratings",In Stock.," 💖Material: The outer layer is sequin mesh fabric and the inner layer is cotton and spandex. Reusable and washable, breathable and skin-friendly as well. Suitable for all face shapes. 💖Unique Design: This holiday face mask is decorative masks, opening design can put filter gasket, adjustable ear loop and wide enough, deal to protect your mouth and face safe by keeping dust away. There are shiny sequins on the surface of each sequin mask, making you stand out as it sparkles when it catches light. 💖Use Occasion: The glitter mask perfect for Halloween/Valentine’s carnivals, masquerade, party, nightclub, wedding reception, masquerade party. Also a good match for outdoor, indoor, bus, metro, sporting, running, hiking, daily use and so on. 💖Suitable People: It has only one size(19.5cm x 10cm/7.6inch x 3.9inch), a stretchy fabric that accommodates most head sizes (adults). Good gift for Christmas and Birthday. 💖Warm Tips: Please allow slight 1-3 cm difference due to manual measurement. If you have any problems with the product, please do not hesitate to contact us so that we will try to solve your problem as soon as possible.",childrens,,mixed material,,womens,reusable,adjustable,4
355,355,/Breathable-Adjustable-Loops-Reusable-Fashion/dp/B08LCV5PR4/ref=sr_1_251?dchild=1&keywords=face+mask&qid=1618898965&s=hpc&sr=1-251,"Breathable Face Mask with Nose Wire & Adjustable Ear Loops, 5 Pcs Reusable 3-Ply",$16.98 ,4.5 out of 5 stars,635 ratings,In Stock.," 【3-PLY CLOTH FACE MASK WITH FILTER】The cloth face mask with replaceable filter,quality activated carbon, non-woven and melt-blown filters,effectively filter out 99% of exhaust gas, pollen,smoke,dust,chemicals, fine particles and smoke. 【EXCLUSIVE DESIGN】 Pattern designed by USA professional team,which uses the most advanced ink and digital printing technology,can retain the color after washing,create amazing essential accessories for you,cloth face mask washable and reusable,saving you money and protecting the environment. 【HEALTH AND COMFORT】The cleanable cloth mask is made of the highest quality fabric and 100% cotton material,these cloth masks are light in weight and smooth in fabric,making your nose and mouth feel soft and comfortable,with comfy adjustable elastic ear loops easy to wear and no pain for a long time use. 【WIDELY APPLICABLE】 Face mask cloth 5 different styles,one size fits most people and provides comprehensive protection for your face and mouth. Suitable for various locations, such as work, school, shopping malls,entertainment venues and outdoor activities. 【CUSTOMER SERVICE】Customer satisfaction is the greatest recognition of our fashion cloth mask products.If you have any questions, please feel free to contact us.","one size fits most, ",,non-woven melt-spray,3-ply,unisex,reusable,adjustable,4
558,558,/Cotton-Unisex-Reusable-Cycling-Camping/dp/B08R5N8Q29/ref=sr_1_405?dchild=1&keywords=face+mask&qid=1618899365&s=hpc&sr=1-405,10 pack Cotton Unisex Face Reusable for Cycling Camping Travel for Kids Teens Men Women …,,3.9 out of 5 stars,27 ratings,In Stock.," 10 pack Size: Fashionable design-a stylish design suitable for men and women. Its earrings are soft, suitable for various face shapes, and are designed according to ergonomics. It protects you while making you look very stylish and beautiful Material: pure cotton material, can provide a comfortable protective layer, breathable, can be used for simple outdoor activities, mountaineering, cycling, morning exercises, running, outings. Use environment: suitable for cycling, camping, running, traveling, climbing and daily use Cleaning advice: wash your hands with warm water and soap. It is not recommended to wash in a washing machine and dry in the sun. It is best to dry with clothespins. Hope this helps dear buyers.",childrens,,cotton,,unisex,reusable,,4
92,92,/Gearari-5-Ply-Reusable-Cloth-Women/dp/B08Y69XB78/ref=sr_1_70?dchild=1&keywords=face+mask&qid=1618898393&s=hpc&sr=1-70,"Gearari 5-Ply Reusable Cloth Face Mask for Men and Women - Breathable Comfort, Fully Machine Washable, Face Masks for With Filters (Black, Pack of 3)",,4.8 out of 5 stars,11 ratings,In Stock.," ✅ Cool Reusable Face Mask : Protect yourself and your loved ones from dust and fine particles with the help of the face masks washable! These cloth masks are lightweight, practical, so you can wear them with ease ✅ Cotton Face Masks : Washable face mask is printed fashion. They are cute ,breathable, and very durable, which makes them a lot more comfortable for everyday use ✅ Anti Dust Face Mask : The face masks cloth are made with 95% cotton. This fabric is lightweight, stretchy , so you can hand-wash and wear the same adult face mask for up to 30 times. It allows you to save time and money, as well as protect the environment ✅ 5-Ply Reusable Face Mask : Our adult reusable mask features a triple layer of cotton. The outer layer uses water-resistant weaving technology to prevent the spread of dust etc ✅ Best Reusable Face Mask : These fashion face masks can cover the entire area of the mouth and nose for more protection. They come in a standard medium size that fits youth adults alike. The colorful face mask is super chic and easy to integrate in any outfit",childrens,various,cotton,5-ply,unisex,reusable,elastic,4
519,519,/Washable-Reusable-Fashion-Protective-Outdoor/dp/B08C32Y8WP/ref=sr_1_374?dchild=1&keywords=face+mask&qid=1618899298&s=hpc&sr=1-374,"Black Face Mask, 5 Pcs Cloth Mask Cotton Face Masks Washable Reusable Fashion Protective Fabric Masks Outdoor for Adults Men Women Teens",,4.3 out of 5 stars,805 ratings,In Stock.," ✅【Comfortable Face Masks】 Inner layer cotton blend, and outer is designed with high quality light weight fabric for maximum comfort. Breathe smoothly and feel soft during using these cotton face masks. ✅【Washable and Reusable】 The black cloth face mask is washable and reusable. You can hand-wash/machine-wash and wear the cotton face mask for many times, that saves more money and protects the environment. ✅【Ideal for Everyday Use】 Indoor/Outdoor, mouth face protection and dust mask protection for cycling, camping, hiking, keep your mouth and face from dust, cold, ash, pollen. ✅【Suitable for Most People】 Comes with great size, these Black cloth face masks fit most adults, men, women and teens. ✅ Package including 5 Pcs black fashion protective face masks. Easy to hold the mask by both ear loops and place one loop over each ear.","adult, suitable for most, ",black,cotton,,unisex,reusable,,4
488,488,/Washable-XDX-Adjustable-Multicolored-Printed/dp/B08SLM65V2/ref=sr_1_351?dchild=1&keywords=face+mask&qid=1618899231&s=hpc&sr=1-351,"Cloth Face Mask Washable, XDX 6 Pack Cloth Masks with Adjustable Ear Loops, Multicolored Camo Printed Mask for Men, Women, Unisex Adults, Medium Size - Camouflage",,4.5 out of 5 stars,18 ratings,In Stock.," ➤【Skin-friendly & Freely】The Cloth Masks are made of 47% cloth, 47% polyester and 6% hot air cloth (100% cloth inner) in 3D draping which can provide you with the softest touch protection like a baby and can reduce the irritate to your skin, wicks away sweat and moisture. 3D flexible mask design gives the most freedom of movement. ➤【Fashion & Color Options】XDX adjustable face mask is printed fashion with Camo pattern. 3 Kinds of pattern make you become a cool men or women while wearing them. These cloth face masks are lightweight, practical, so you can wear them with ease. Just enjoy them with your friends and families. ➤【Exclusive Design】The face masks are sturdy and well stitched with exquisite line and have a pocket for a filter, which takes these up another level. The little metal nose clips can be easy to adjust and avoid sliding off and snug fit to your face. You can adjust the width to fit your face flexiblely through the adjustable elastic ear loops. ➤【Daily Necessities & Reusable】The reusable face mask protect yourself and your loved ones from dust and fine particles. They are breathable, washable and durable, which makes them a lot more comfortable for daily use. Save money and protect the environment. What's more, they are also bright after washing. ➤【Medium Size for Most Faces】The breathable face masks come in a standard Medium size that fits for most people. Any questions of these Camouflage face masks, please contact us to help you solve it soon.","medium, adult, ",various,polyester,,unisex,reusable,adjustable,4
501,501,/Washable-Reusable-Shield-Breathable-Adjustable/dp/B08HJ6SFLB/ref=sr_1_364?dchild=1&keywords=face+mask&qid=1618899231&s=hpc&sr=1-364,"3-Ply Cloth Face Mask with Nose Wire, Washable and Reusable, Shield Filter Lining, Floral Cotton Fabric Masks, Breathable Adjustable Loop, Korean Mouth Cover - G Style 3",,4.4 out of 5 stars,586 ratings,In Stock.," 100% Cotton Made in korea south, ship from USA 3-LAYER PROTECTION: mouth covering has 3-layer filter structure which blocks pollen, smoke and dust. The inner layer was designed to wick away the moisture and keeps it dry throughout the day. ADJUSTABLE NOSE CLIP & EAR LOOPS: It relieves discomfort to wear long-time by adjusting the ear strap. By making the three-dimensional shape, it is not too close to lips, which makes you comfortable to breathe. The cloth mask ensures a breathable, comfortable and secure-fit for maximum protection against dust and pollution all day long. BUILT-IN FILTER, REUSABLE & WASHABLE: You will get a package with 2 pcs, of 3-layers of built-in filters design mask made with reusable, washable fabrics that are breathable and comfortable to wear. Simply take it everywhere to the stores, parks, work and school. Handwash it and dry in the end of the day. PRODUCED IN SAFE FACILITY & HIGH-QUALITY COTTON: We represent lovely, cute patterned face masks manufactured in safe, controlled facility in South Korea. BEST GIFT & BEST SERVICE: We are dedicated to bring you the most breathable, comfortable fashion masks in the market at affordable prices. Your voice, satisfaction is important to us. If you for any reasons are not satisfied with our fashion mask or service. Feel free to reach out to us! A perfect gift choice for wife, husband, daughter, son, boyfriend and girlfriend make their Christmas, thanksgiving holiday and birthday extra special!","boy, girl, ",various,cotton,3-ply,unisex,reusable,,4
