,link,title,price,rating,ratingCount,stock,description,size,color,material,filter type,gender,disposability,earloop
20,/Disposable-Breathable-Comfortable-Pollution-Protection/dp/B07P4DQDHJ/ref=sr_1_19?dchild=1&keywords=face+mask&qid=1618895905&s=hpc&sr=1-19,"Wecolor 100 Pcs Disposable 3 Ply Earloop Face Masks, Suitable for Home, School, Office and Outdoors (Black)",$7.99 ,4.7 out of 5 stars,"48,107 ratings",In Stock.," Disposable non-woven face masks High quality: Disposable masks are made of premium non woven fabric, comfortable and gentle to skin. 3-ply and Breathable: 3 ply layers can better block the small particles in air and filter it, reduce the mugginess for wearing mask. Considerate design: embedded nose clip can help fit the nose bridge, reduce the fogging on the eyeglasses. Elastic ear loop: high elastic ear loop, pose less press to ears and face, avoid the uncomfortableness from long-time use. A must for personal and home: perfect personal care pack for daily use, for home and office, school and outdoors, service staff and personal needs. Best gift for family and friends.","small, ",various,non-woven melt-spray,3-ply,unisex,disposable,elastic
21,/WeCare-Disposable-Face-Individually-Wrapped/dp/B08LQPGQK2/ref=sr_1_20?dchild=1&keywords=face+mask&qid=1618895905&s=hpc&sr=1-20,"WeCare Disposable Face Mask Individually Wrapped - 50 Pack, Assorted Tie Dye Masks - 3 Ply",,4.8 out of 5 stars,"2,780 ratings",In Stock.," READY TO GO: Each mask in this box is individually sealed so they are perfect to throw in your purse, backpack, gym bag, or even stash in your pocket! Perfect for dispensers, offices, schools and reception areas. LIGHT & BREATHABLE: Designed for the utmost in comfort, these individual masks are painless and adjustable. They offer full coverage of the nose and mouth and are comfortable for extended wear, including air travel. 3 PROTECTIVE LAYERS: The innermost layer is super soft and gentle on the skin, and the outer leak-proof layer covers the high density filter. Made with non-woven materials, these paper masks are latex free. EFFECTIVE FILTRATION: The glass free filter is effective at filtering many types of particles. Perfect for everyday wear. An adjustable wire runs along the top to serve as an adjustable nose clip. MULTI USE COLORED MASKS: Designed for non medical use, these disposable masks come in all kinds of colors and in both kids and adult sizes. Also available are black, blue, pink, tie dye, navy, red, peach, plaid and other colors!",childrens,various,non-woven melt-spray,3 ply,mens,disposable,NA
22,/Cloth-Washable-Reusable-Printed-Adjustable/dp/B08XYWR57S/ref=sr_1_21?dchild=1&keywords=face+mask&qid=1618895905&s=hpc&sr=1-21,Cloth Face Mask Washable Reusable Adult Printed Face Masks Adjustable 3 Ply Face Cover for Women Men Pack of 8,,4.9 out of 5 stars,81 ratings,In Stock.," The fashion face masks for women with nose wire are made from premium material;the inside design with a pocket,It is very comfortable to wear and very fashionable for you The cool breathable face mask fits most younger normal face; Hiding the entire face can effectively prevent sunburn;This cute face covering will care you from cold,passive smoking and so on The washable face mask is easy to carry around, durable for your daily use;For a variety of locations, such as commuting, schooling,cleaning, gardening and outdoor 3 layers of fabric face mask helps create a comfortable barrier for nose and mouth;It has an adjustable nose clip and elastic earloop;It can be adjusted according to your face to make it fit better 8 packs of colorful face mask that with galaxy,tie dye patterns are free to match with your clothing like a designer","adult, ",colorful,NA,3 ply,unisex,reusable,elastic
23,/Reusable-Washable-Adjustable-Printed-Covering/dp/B08PD58DTG/ref=sr_1_22?dchild=1&keywords=face+mask&qid=1618895905&s=hpc&sr=1-22,Cloth Face Masks Reusable Washable Adjustable Masks Printed Face Covering for Women Men 6 Pack,,4.7 out of 5 stars,"5,459 ratings",In Stock.," The cloth face masks are designed for extensive wear, which makes them a lot more comfortable for everyday use Washable face mask features a triple layer of material to care of yourself and your family The cute cloth face mask is made with polyester. So you can hand wash and wear the same face mask for many times The 6 pieces face masks is a combination of many colors, including black ;dark gray ;light gray; royal blue; burgundy and army These washable face mask for women the entire area of the mouth and nose for more heed. They come in a standard medium size that fits men and women alike","medium, ",various,polyester,NA,unisex,reusable,NA
24,/EnerPlex-Premium-3-Ply-Reusable-Face/dp/B088C2WD5F/ref=sr_1_23?dchild=1&keywords=face+mask&qid=1618895905&s=hpc&sr=1-23,"EnerPlex 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks Large (3-Pack) - Black",$21.20 ,4.5 out of 5 stars,"89,147 ratings",In Stock.," At EnerPlex, we understand that a face mask is not a “one size fits most” - We also know that if you wear a mask it should be comfortable, fit properly, and provide proper protection which is why we came up with our High End 3-Ply Safety Masks in 3 sizes. We developed a sizing chart for Youth, Medium/Large, & Extra Large. Should you have any issue with size please contact us immediately and we will help out with sizing. This Size Will Fits Most Adults, Please See Size Chart in Image Section - Key Features: EnerPlex Face Masks are a Three-Layer Design – Outer layer DWR 100% Polyester, Middle Layer Cotton Blend, Inner Layer NanoFine Cotton Blend – soft against the skin. Designed with high quality light weight fabric for maximum comfort. Our stretch ear loops allow for a snug and secure fit. Ideal for everyday use – Indoor/Outdoor, great for essential workers, can be utilized while traveling, running errands, attending grooming appointments, etc. Care: wash before first use. Machine wash cold. Do not bleach. Do not dry clean. Tumble dry low or lay flat to dry to avoid shrinkage. No fabric softener With our EnerPlex Face Masks customer service, quality, and safety is our number one priority.",childrens,black,mixed material,3-ply,mens,reusable,elastic
25,/Single-Disposable-Face-Mask-Pack/dp/B086T638CS/ref=sr_1_24?dchild=1&keywords=face+mask&qid=1618895905&s=hpc&sr=1-24,"Single Use Disposable Face Mask (Pack of 50), Blue",,4.4 out of 5 stars,"10,014 ratings",In Stock.," Product arrives in a poly-bag. Outer layer: 100% spun bond polypropylene; middle layer: 100% melt blown polypropylene; inner layer: 100% spun bond polypropylene Imported This mask is not intended for medical use, and not proven to reduce the transmission of disease Made in china Manufactured by Asia masks Inc.",universal,various,non-woven melt-spray,NA,mens,disposable,NA
26,/Wecolor-Pack-Disposable-Face-Masks/dp/B07D29TGYB/ref=sr_1_25?dchild=1&keywords=face+mask&qid=1618895905&s=hpc&sr=1-25,"Wecolor 100 Pcs Disposable 3 Ply Earloop Face Masks, Suitable for Home, School, Office and Outdoors (Pink)",,4.8 out of 5 stars,"16,185 ratings",In Stock.," Disposable non-woven face masks High quality: Disposable masks are made of premium non woven fabric, soft and comfortable, gentle to skin. 3-ply and Breathable: 3 ply layers can better block the small particles in air and filter it, reduce the mugginess for wearing mask. Considerate design: embedded nose clip can help fit the nose bridge, reduce the fogging on the eyeglasses. Elastic ear loop: high elastic ear loop, pose less press to ears and face, avoid the uncomfortableness from long-time use. A must for personal and home: perfect personal care pack for daily use, for home and office, school and outdoors, service staff and personal needs. Best gift for family and friends.","small, ",various,non-woven melt-spray,3-ply,unisex,disposable,elastic
27,/2-Pack-Unisex-Cloth-Washable-Reusable/dp/B0899V668G/ref=sr_1_26?dchild=1&keywords=face+mask&qid=1618895905&s=hpc&sr=1-26,2-Pack Unisex Cloth Washable Reusable Cover-100% Cotton 3Layer men women outdoor,,4.4 out of 5 stars,"17,093 ratings",In Stock.," 100% Cotton Hook and Loop closure 3D Nose Structured design sits up off the face & lips for added comfort & breathability Enough Face Covering fabric / longlasting ear-loop / 95% cotton, 5% spandex Reusable / Washable / Triple layers / Easy Breathable lining layer / Machine Cold wash Anti fog - Nose Adjustable Bridge 2-Pack included / each gift package",universal,red,mixed material,NA,unisex,reusable,NA
28,/Disposable-Elastic-Earloop-Anti-spittle-Protective/dp/B08FHPFRXC/ref=sr_1_27?dchild=1&keywords=face+mask&qid=1618895905&s=hpc&sr=1-27,"Disposable 3ply Face Mask Elastic Earloop Mouth Face Cover Masks ,Anti-spittle,Protective Dust(Grey,50pcs)",,4.5 out of 5 stars,"21,603 ratings",In Stock.," ℕ𝕠𝕥𝕚𝕔𝕖：𝐃𝐮𝐞 𝐭𝐨 𝐭𝐡𝐞 𝐯𝐚𝐜𝐮𝐮𝐦 𝐩𝐚𝐜𝐤𝐚𝐠𝐢𝐧𝐠,𝐭𝐡𝐞𝐬𝐞 𝐦𝐚𝐬𝐤𝐬 𝐚𝐫𝐞 𝐬𝐪𝐮𝐞𝐞𝐳𝐞𝐝 𝐚𝐧𝐝 𝐰𝐫𝐢𝐧𝐤𝐥𝐞𝐝.𝐘𝐨𝐮 𝐨𝐧𝐥𝐲 𝐧𝐞𝐞𝐝 𝐭𝐨 𝐭𝐚𝐤𝐞 𝐨𝐮𝐭 𝐭𝐡𝐞𝐬𝐞 𝐦𝐚𝐬𝐤𝐬 𝐚𝐧𝐝 𝐥𝐚𝐲 𝐭𝐡𝐞𝐦 𝐟𝐥𝐚𝐭 𝐟𝐨𝐫 𝐚 𝐝𝐚𝐲,𝐚𝐧𝐝 𝐭𝐡𝐞𝐬𝐞 𝐦𝐚𝐬𝐤𝐬 𝐰𝐢𝐥𝐥 𝐚𝐮𝐭𝐨𝐦𝐚𝐭𝐢𝐜𝐚𝐥𝐥𝐲 𝐟𝐥𝐚𝐭𝐭𝐞𝐧.𝐀𝐧𝐝 𝐢𝐭 𝐰𝐢𝐥𝐥 𝐧𝐨𝐭 𝐚𝐟𝐟𝐞𝐜𝐭 𝐭𝐡𝐞 𝐮𝐬𝐞 𝐨𝐟 𝐦𝐚𝐬𝐤𝐬. 3 Layers of Material - The mask is made of 3 layers of high-quality non-woven fabric; it has a stronger filtering effect and is more warm and breathable Each mask comes with an adjustable nose clip and elastic ear loops to ensure a comfortable fit. Dustproof,Anti-spittle,Anti smog Can be used for outdoor public areas, schools, offices, and home usage. With the new 3-ply design, It can help block pollution so you can breathe easily and safely in any environment.",universal,grey,non-woven melt-spray,3-ply,mens,disposable,elastic
29,/Adult-Cloth-Face-Mask-Reusable/dp/B08LZLBTR2/ref=sr_1_28?dchild=1&keywords=face+mask&qid=1618895905&s=hpc&sr=1-28,Adult Cloth Face Mask Reusable - Washable Face Masks Adjustable 3Py Face Masks Cover for Women Men - Pack of 9,,4.7 out of 5 stars,813 ratings,In Stock.," The fashion face masks for women with nose wire are made from premium fabric;a pocket is designed inside,It is very comfortable to wear and very fashionable for you The cute washable face mask fits most unisex adults with normal face; Hiding the entire face can effectively prevent sunburn;This face covering will care you from cold,passive smoking and so on The washable face mask is easy to carry around, durable for your daily use;For a variety of locations, such as commuting, schooling,cleaning, gardening and outdoor 3 layers of fabric face mask helps create a comfortable barrier for nose and mouth;It has an adjustable nose clip and elastic earloop;It can be adjusted according to your face to make it fit better 9 packs of colorful face mask are including black ,grey ,burgundy, navy ,army,blue ,khaki, purple and dark Grey;and it is also very easy to integrate in any outfit","adult, ",various,NA,3 layer,unisex,reusable,elastic
30,/Modenna-Face-Mask-Disposable-50Pcs/dp/B086HKN7SS/ref=sr_1_29?dchild=1&keywords=face+mask&qid=1618895905&s=hpc&sr=1-29,Modenna Face Mask Blue Disposable 50Pcs,,4.4 out of 5 stars,"37,335 ratings",In Stock.," Package - 50 pcs Imported 3-ply, with a melt-blown polypropylene filtration layer. This is a general use face mask. One size fits all",universal,blue,mixed material,3-ply,unisex,disposable,NA
31,/Disposable-Breathable-Elastic-Breathability-Comfort-Black/dp/B07M9MJPVW/ref=sr_1_30?dchild=1&keywords=face+mask&qid=1618895905&s=hpc&sr=1-30,"100 Pack Disposable Face Masks with Elastic Ear Loop,Breathability Comfort-Black",,4.7 out of 5 stars,"11,992 ratings",In Stock.," 100 Pack mouth masks: package includes 100 pack fashion black disposable face masks, large quantities are enough to meet your demands 3 Layer construction: made of non-woven fiber fabric with 3 layer, soft and breathable Ergonomic design: with good elastic ear-loop, which can be adjusted its tightness; One size for most adult men or women.Our earloop face musk also offer a flexible nose piece that helps form a closure for better protection against exposure. Suitable for personal daily health Multi Usage: High weaving musk is suitable for gardening work,, pet grooming, nail shop, home cleaning, salons, general maintenance etc.","large, adult, ",black,non-woven melt-spray,3 layer,unisex,disposable,elastic
32,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_hpc_sr_pg1_1?ie=UTF8&adId=A00513201CYL2HPUKFXOP&url=%2FKN95-Vibeey-Individually-Efficiency%25E2%2589%25A595-Included%2Fdp%2FB08MTRHP18%2Fref%3Dsr_1_31_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618895905%26s%3Dhpc%26sr%3D1-31-spons%26psc%3D1&qualifier=1618895905&id=1481850770321088&widgetName=sp_btf,"KN95 Face Mask 60 Pcs, Vibeey Individually Wrapped Cup Mask, 5-Ply Layer Filter Efficiency≥95%, Included on FDA EUA List (Black)",,4.7 out of 5 stars,"3,316 ratings",In Stock.," 【Safe to Use】: Vibeey KN95 face mask black is completed with FDA standards. Can be used with confidence. Safe material is skin-friendly and softer that give you the comfortable usage experience at the same time it protects your breath with high filter efficiency. 【Provide Multi-effect Protection】: Our mask KN95 is made of high breathability 2 non-woven outer layers, 2 melt-blown inner filter, 1 non-woven cotton middle layer. The filter efficiency ≥ 95%, greatly keeping you from dust, PM 2.5, haze, smoke, automobile exhaust, etc. 【Better Design】The 3D shape of KN95 cup dust mask is designed according to the human face shape to ensure the tightness. Equipped with an adjustable soft padded nose bridge and elastic ear hooks to prevent leaving marks on your face after taking it off. 【Easy & Comfortable】: Lightweight and foldable, the 60 piece individually packaged design makes these masks easy to carry and to use. 【Upgraded Warranty】: Applicable to all public places such as home, school, indoor and outdoor. Disclaimer: This KN95 mask is NOT an N95 mask. For more information about KN95 masks please see the following before you purchase: amazon.com/AboutKN95s.",universal,black,non-woven melt-spray,kn95,mens,NA,elastic
33,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_hpc_sr_pg1_1?ie=UTF8&adId=A030796717G2Y2AI1RU5A&url=%2FComix-Face-Masks-3-Layer-Disposable-L707%2Fdp%2FB08GW3C7SY%2Fref%3Dsr_1_32_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618895905%26s%3Dhpc%26sr%3D1-32-spons%26psc%3D1&qualifier=1618895905&id=1481850770321088&widgetName=sp_btf,"Comix Disposable Face-Masks with 3-Layer Adult Masks, L707 Pack of 100",,4.7 out of 5 stars,181 ratings,In Stock.," Elastic closure 3 Layers: 3-Ply Black Disposable Face Masks, non-Woven material with Filtering Effective >95% , each 10pcs Sealed in One Individual Package, Pack of 100 Keep Safe: These Face masks are class 1 medical devices, and can be used for healthcare use, but should not be used in surgical or high risk situations, or where there is a high risk of contact with liquids or infectious materials. Comfort & Breathable: Made with non-woven fabric for effective airway protection from small particles and droplets. Soft, non-irritating, comfortable and breathable. Adjustable earloop and nose clip fits for most of faces. Perfect for men, women, adults. Care: Protect ourself and our loved ones with this disposable face masks in various environments such as home, office, school, gardening, construction, and also the work places as other public areas to help protect from allergens, dust and germs. One Time Use: All these disposable masks are not recommend washable or reusable but for one time use and recommend to replace by each 4 hours.","small, adult, ",black,non-woven melt-spray,3-ply,unisex,disposable,adjustable
34,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_hpc_sr_pg1_1?ie=UTF8&adId=A0406928QW7BK9YHG4WH&url=%2FKN95-Face-Mask-Disposable-Efficiency%25E2%2589%25A595%2Fdp%2FB08NPSFTLR%2Fref%3Dsr_1_33_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618895905%26s%3Dhpc%26sr%3D1-33-spons%26psc%3D1&qualifier=1618895905&id=1481850770321088&widgetName=sp_btf,"KN95 Face Mask - 25 Pack KN95 Disposable Masks, 5-Ply Protection Cup Dust Mask Efficiency≥95% Against PM2.5 Dust Pollen and Haze-Proof Multicolor",,4.7 out of 5 stars,678 ratings,In Stock.," 👍【Multi-effect Protection 5-Layer Face Mask】High breathable 5-ply protection cup dust masks use standard safety materials. The outermost 1 layer non-woven fabric can filter large particles, middle 2-layer melt-blown fabric can block more then 95% particles, 1 layer hot air cotton can filter pm2.5 and the innermost 1 layer non-woven fabric is skin-friendly and softer that give you the comfortable usage experience at the same time it protects your breath with high filter efficiency. 👍【Hygienic & Comfortable】This KN95 disposable face mask is foldable which is more hygienic and avoid pollution, can be perfectly placed in your backpack, purse and pocket, convenient to carry and use. Furthermore, the protection KN95 mask is lightweight and foldable, equipped with an adjustable nose clip and elastic ear hooks. Not easy to drop, no need to adjust it when you work. This design can help the mask perfectly attach onto your face with four sides tightly. 👍【3D Design】The 3D shape of KN95 cup dust mask is designed according to the human face shape to ensure the tightness, to fit the human face, to increase the breathing volume when use the face mask. Our Miuphro breathable face mask KN95 can greatly improve the permeability, and to make wearing and exhaling more comfortable. Meanwhile, the 3D design just protect your breath, and and won't destroy your makeup look. 👍【Portable】A lightweight and foldable design makes these face masks easy to fold into your bag, easy to incorporate and save space. You can carry with you to any where you want to go. They are a great choice to take along when you will be among people and want to stay safe. 👍【Widely Applicable】 Our KN95 face mask 25 pack are unisex and all one size. The mask KN95 can be applied in home, office, school, park, playground, indoors, outdoors and more congested and busy public places. Disclaimer: This KN95 mask is NOT an N95 mask and not NIOSH approved. For more information about KN95 masks please see the following before you purchase: amazon.com/AboutKN95s","large, ",NA,non-woven melt-spray,kn95,unisex,disposable,elastic
35,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_hpc_sr_pg2_1?ie=UTF8&adId=A0434125T2S53KURNNM6&url=%2FComix-Face-Mask-3-Layer-Black-Disposable%2Fdp%2FB08GJRDC3B%2Fref%3Dsr_1_26_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618895977%26s%3Dhpc%26sr%3D1-26-spons%26psc%3D1&qualifier=1618895977&id=8303964706745476&widgetName=sp_atf_next,"Disposable Face Mask,Face Masks of 50 Pack Disposable Mask",,4.7 out of 5 stars,"4,918 ratings",In Stock.," Non Woven Melt Blown Fabric Imported 3 layers closure 3-Ply Black Face Masks, each 10pcs Sealed in One Individual Bag and Total 50pcs in Giftbox. Easy to Use. These Face masks are not intended for medical use. Made with 3-Layer non-woven fabric for effective airway protection from small particles and droplets. Soft, non-irritating, comfortable and breathable. Adjustable earloop and metal nose clip fits for most of faces. Protect ourselves and our loved ones with this disposable face masks in various environments such as home, office, school, gardening, construction, and also the work places as other public areas to help protect from allergens, dust. All these masks are for one time use and recommend to replace by each 4 hours.","small, ",black,non-woven melt-spray,3-ply,mens,disposable,adjustable
36,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_hpc_sr_pg2_1?ie=UTF8&adId=A0950100S2LSADYRJJM1&url=%2FPrivate-Profile-Face-Mask-Reusable%2Fdp%2FB08H9NSZZ5%2Fref%3Dsr_1_27_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618895977%26s%3Dhpc%26sr%3D1-27-spons%26psc%3D1&qualifier=1618895977&id=8303964706745476&widgetName=sp_atf_next,Private Profile Face Mask Designed By Lus Kaos- Limited Edition,,Previous page of related Sponsored Products,,In Stock.,,universal,NA,NA,NA,unisex,NA,NA
37,/Modenna-Face-Mask-Disposable-50Pcs/dp/B086HKN7SS/ref=sr_1_28?dchild=1&keywords=face+mask&qid=1618895977&s=hpc&sr=1-28,Modenna Face Mask Blue Disposable 50Pcs,,4.4 out of 5 stars,"37,335 ratings",In Stock.," Package - 50 pcs Imported 3-ply, with a melt-blown polypropylene filtration layer. This is a general use face mask. One size fits all",universal,blue,mixed material,3-ply,unisex,disposable,NA
38,/Washable-Face-Mask-Adjustable-Loops/dp/B08D6HYYKQ/ref=sr_1_29?dchild=1&keywords=face+mask&qid=1618895977&s=hpc&sr=1-29,"Washable Face Mask with Adjustable Ear Loops & Nose Wire - 3 Layers, 100% Cotton Inner Layer - Cloth Reusable Face Protection with Filter Pocket - Made in USA - (Solid Black)",,4.4 out of 5 stars,"4,515 ratings",In Stock.," ✔️USE IT AS A SPORTS MASK OR WORK MASK- Multiple applications, our lightweight face masks are suitable for cycling, running, shopping, bus, subway. Super comfortable for daily use. NOT MEDICAL GRADE: Our masks are not a medical device or PPE. ✔️3 LAYERS FOR MORE PROTECTION- Extra protection against dust and particles. The inner layer is 100% cotton for comfort and breathability. The middle & outer layers are blended Polyester. Colors don't fade with wash. ✔️FILTER POCKET INCLUDED & NOSE WIRE- Allows the use of a 2.5 PM filter if desired. Filter Inserts are purchased separately. They are not necessary for the mask to achieve its purpose but do add an extra layer. ✔️STANDARD SIZE FOR MEN AND WOMEN WITH ADJUSTABLE EAR LOOPS - Height is 5 to 5.75"", Width folded is 5 to 5.25"". Ear loops peripheral length is 5 to 5.5"". It can be folded for easy carrying. ✔️CHECK OUT ALL OUR UNIQUE DESIGNS- Stand out from the crowd with your favorite mask: Fashion Masks, USA Masks, Solid Colors, or Floral style are available. For best care, hand wash and lay flat to dry.",universal,various,mixed material,filter pocket,unisex,reusable,adjustable
